13195,2668,13194,13196,18187,16613,19744,2761,10820,point
0.4375,0.375,0,0,0,0,0,0,0,17
0.4375,0.375,0,0,0,0,0,0,0,17
0.4375,0.375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.5,0,0,0,0,0,0,0,17
0.4375,0.5,0,0,0,0,0,0,0,17
0.4375,0.5,0,0,0,0,0,0,0,17
0.4375,0.5,0,0,0,0,0,0,0,17
0.4375,0.5,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.4375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.34375,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.40625,0,0,0,0,0,0,0,17
0.4375,0.46875,0,0,0,0,0,0,0,17
0.4375,0.46875,0,0,0,0,0,0,0,17
0.4375,0.46875,0,0,0,0,0,0,0,17
0.4375,0.46875,0,0,0,0,0,0,0,17
0.4375,0.46875,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.4375,0.3125,0,0,0,0,0,0,0,17
0.40625,0.3125,0,0,0,0,0,0,0,17
0.40625,0.3125,0,0,0,0,0,0,0,17
0.40625,0.3125,0,0,0,0,0,0,0,17
0.40625,0.3125,0,0,0,0,0,0,0,17
0.40625,0.3125,0,0,0,0,0,0,0,17
0.40625,0.34375,0,0,0,0,0,0,0,17
0.40625,0.34375,0,0,0,0,0,0,0,17
0.40625,0.34375,0,0,0,0,0,0,0,17
0.40625,0.34375,0,0,0,0,0,0,0,17
0.375,0.34375,0,0,0,0,0,0,0,17
0.375,0.34375,0,0,0,0,0,0,0,17
0.375,0.34375,0,0,0,0,0,0,0,17
0.375,0.34375,0,0,0,0,0,0,0,17
0.375,0.34375,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0.375,0.3125,0,0,0,0,0,0,0,17
0,0.3125,0,0,0,0,0,0,0,17
0,0.3125,0,0,0,0,0,0,0,17
0,0.3125,0,0,0,0,0,0,0,17
0,0.3125,0,0,0,0,0,0,0,17
0,0.375,0,0,0,0,0,0,0,17
0,0.375,0,0,0,0,0,0,0,17
0,0.375,0,0,0,0,0,0,0,17
0,0.375,0,0,0,0,0,0,0,17
0,0.375,0,0,0,0,0,0,0,17
0.3125,0.375,0,0,0,0,0,0,0,17
0.53125,0.40625,0,0.3125,0,0,0,0,0,18
0.53125,0.34375,0,0.21875,0,0,0,0,0,18
0.53125,0.34375,0,0.21875,0,0,0,0,0,18
0.53125,0.34375,0,0.21875,0,0,0,0,0,18
0.53125,0.34375,0,0.21875,0,0,0,0,0,18
0.5625,0.3125,0.125,0.1875,0,0,0,0,0,18
0.5625,0.3125,0.125,0.1875,0,0,0,0,0,18
0.5625,0.3125,0.125,0.1875,0,0,0,0,0,18
0.5625,0.3125,0.125,0.1875,0,0,0,0,0,18
0.5625,0.3125,0.125,0.1875,0,0,0,0,0,18
0.5625,0.28125,0.09375,0.1875,0,0,0,0,0,18
0.5625,0.28125,0.09375,0.1875,0,0,0,0,0,18
0.5625,0.28125,0.09375,0.1875,0,0,0,0,0,18
0.5625,0.28125,0.09375,0.1875,0,0,0,0,0,18
0.5625,0.28125,0.09375,0.1875,0,0,0,0,0,18
0.53125,0.28125,0.1875,0,0,0,0,0,0,18
0.53125,0.28125,0.1875,0,0,0,0,0,0,18
0.53125,0.28125,0.1875,0,0,0,0,0,0,18
0.53125,0.28125,0.1875,0,0,0,0,0,0,18
0.53125,0.25,0.25,0,0,0,0,0,0,18
0.53125,0.25,0.25,0,0,0,0,0,0,18
0.53125,0.25,0.25,0,0,0,0,0,0,18
0.53125,0.25,0.25,0,0,0,0,0,0,18
0.53125,0.25,0.25,0,0,0,0,0,0,18
0.5625,0.34375,0.25,0,0,0,0,0,0,18
0.5625,0.34375,0.25,0,0,0,0,0,0,18
0.5625,0.34375,0.25,0,0,0,0,0,0,18
0.5625,0.34375,0.25,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.21875,0.125,0,0,0,0,0,0,18
0.5625,0.21875,0.125,0,0,0,0,0,0,18
0.5625,0.21875,0.125,0,0,0,0,0,0,18
0.5625,0.21875,0.125,0,0,0,0,0,0,18
0.5625,0.21875,0.125,0,0,0,0,0,0,18
0.5625,0.21875,0.1875,0,0,0,0,0,0,18
0.5625,0.21875,0.1875,0,0,0,0,0,0,18
0.5625,0.21875,0.1875,0,0,0,0,0,0,18
0.5625,0.21875,0.1875,0,0,0,0,0,0,18
0.5625,0.21875,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.21875,0,0,0,0,0,0,18
0.5625,0.25,0.21875,0,0,0,0,0,0,18
0.5625,0.25,0.21875,0,0,0,0,0,0,18
0.5625,0.25,0.21875,0,0,0,0,0,0,18
0.5625,0.25,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.46875,0.25,0,0,0,0,0,0,18
0.5625,0.46875,0.25,0,0,0,0,0,0,18
0.5625,0.46875,0.25,0,0,0,0,0,0,18
0.5625,0.46875,0.25,0,0,0,0,0,0,18
0.5625,0.46875,0.25,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.09375,0,0,0,0,0,0,18
0.5625,0.21875,0.21875,0,0,0,0,0,0,18
0.5625,0.21875,0.21875,0,0,0,0,0,0,18
0.5625,0.21875,0.21875,0,0,0,0,0,0,18
0.5625,0.21875,0.21875,0,0,0,0,0,0,18
0.5625,0.21875,0.21875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.28125,0.21875,0,0,0,0,0,0,18
0.5625,0.34375,0.21875,0,0,0,0,0,0,18
0.5625,0.34375,0.21875,0,0,0,0,0,0,18
0.5625,0.34375,0.21875,0,0,0,0,0,0,18
0.5625,0.34375,0.21875,0,0,0,0,0,0,18
0.5625,0.34375,0.21875,0,0,0,0,0,0,18
0.5625,0.21875,0.0625,0,0,0,0,0,0,18
0.5625,0.21875,0.0625,0,0,0,0,0,0,18
0.5625,0.21875,0.0625,0,0,0,0,0,0,18
0.5625,0.21875,0.0625,0,0,0,0,0,0,18
0.5625,0.21875,0.0625,0,0,0,0,0,0,18
0.5625,0.21875,0.09375,0,0,0,0,0,0,18
0.5625,0.21875,0.09375,0,0,0,0,0,0,18
0.5625,0.21875,0.09375,0,0,0,0,0,0,18
0.5625,0.21875,0.09375,0,0,0,0,0,0,18
0.5625,0.21875,0.09375,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.25,0.1875,0,0,0,0,0,0,18
0.5625,0.28125,0,0,0,0,0,0,0,18
0.5625,0.28125,0,0,0,0,0,0,0,18
0.5625,0.28125,0,0,0,0,0,0,0,18
0.5625,0.28125,0,0,0,0,0,0,0,18
0.5625,0.28125,0,0,0,0,0,0,0,18
0.5625,0.3125,0.28125,0,0,0,0,0,0,18
0.5625,0.3125,0.28125,0,0,0,0,0,0,18
0.5625,0.3125,0.28125,0,0,0,0,0,0,18
0.5625,0.3125,0.28125,0,0,0,0,0,0,18
0.5625,0.3125,0.28125,0,0,0,0,0,0,18
0.59375,0.3125,0.09375,0,0,0,0,0,0,18
0.59375,0.3125,0.09375,0,0,0,0,0,0,18
0.59375,0.3125,0.09375,0,0,0,0,0,0,18
0.59375,0.3125,0.09375,0,0,0,0,0,0,18
0.59375,0.3125,0.1875,0,0,0,0,0,0,18
0.59375,0.3125,0.1875,0,0,0,0,0,0,18
0.59375,0.3125,0.1875,0,0,0,0,0,0,18
0.59375,0.3125,0.1875,0,0,0,0,0,0,18
0.59375,0.3125,0.1875,0,0,0,0,0,0,18
0.59375,0.3125,0,0,0,0,0,0,0,18
0.59375,0.3125,0,0,0,0,0,0,0,18
0.59375,0.3125,0,0,0,0,0,0,0,18
0.59375,0.3125,0,0,0,0,0,0,0,18
0.59375,0.3125,0,0,0,0,0,0,0,18
0.59375,0.34375,0.125,0,0,0,0,0,0,18
0.59375,0.34375,0.125,0,0,0,0,0,0,18
0.59375,0.34375,0.125,0,0,0,0,0,0,18
0.59375,0.34375,0.125,0,0,0,0,0,0,18
0.5,0.375,0.21875,0.34375,0,0.25,0,0.21875,0,19
0.5,0.4375,0.21875,0.3125,0,0.25,0,0.25,0,19
0.5,0.4375,0.21875,0.3125,0,0.25,0,0.25,0,19
0.5,0.4375,0.21875,0.3125,0,0.25,0,0.25,0,19
0.5,0.4375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.4375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.34375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.34375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.34375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.34375,0.25,0,0,0.3125,0,0.25,0,19
0.5,0.34375,0.25,0,0,0.3125,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.34375,0.3125,0,0,0,0,0.1875,0,19
0.53125,0.3125,0.28125,0,0,0,0,0.1875,0,19
0.53125,0.3125,0.28125,0,0,0,0,0.1875,0,19
0.53125,0.3125,0.28125,0,0,0,0,0.1875,0,19
0.53125,0.3125,0.28125,0,0,0,0,0.1875,0,19
0.53125,0.3125,0.25,0,0,0,0,0.21875,0,19
0.53125,0.3125,0.25,0,0,0,0,0.21875,0,19
0.53125,0.3125,0.25,0,0,0,0,0.21875,0,19
0.53125,0.3125,0.25,0,0,0,0,0.21875,0,19
0.53125,0.3125,0.25,0,0,0,0,0.21875,0,19
0.53125,0.34375,0.28125,0,0,0,0,0.25,0,19
0.53125,0.34375,0.28125,0,0,0,0,0.25,0,19
0.53125,0.34375,0.28125,0,0,0,0,0.25,0,19
0.53125,0.34375,0.28125,0,0,0,0,0.25,0,19
0.53125,0.34375,0.28125,0,0,0,0,0.25,0,19
0.53125,0.375,0.34375,0,0,0,0,0.25,0,19
0.53125,0.375,0.34375,0,0,0,0,0.25,0,19
0.53125,0.375,0.34375,0,0,0,0,0.25,0,19
0.53125,0.375,0.34375,0,0,0,0,0.25,0,19
0.53125,0.46875,0.21875,0,0,0.34375,0,0.25,0,19
0.53125,0.46875,0.21875,0,0,0.34375,0,0.25,0,19
0.53125,0.46875,0.21875,0,0,0.34375,0,0.25,0,19
0.53125,0.46875,0.21875,0,0,0.34375,0,0.25,0,19
0.53125,0.46875,0.21875,0,0,0.34375,0,0.25,0,19
0.53125,0.34375,0.1875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.25,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.28125,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.28125,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.28125,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.28125,0,0.21875,0,19
0.53125,0.34375,0.1875,0,0,0.28125,0,0.21875,0,19
0.53125,0.34375,0.21875,0,0,0.3125,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.3125,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.3125,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.3125,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.25,0,19
0.53125,0.34375,0.21875,0,0,0.25,0,0.25,0,19
0.5,0.34375,0.21875,0,0,0.21875,0,0.21875,0,19
0.5,0.34375,0.21875,0,0,0.21875,0,0.21875,0,19
0.5,0.34375,0.21875,0,0,0.21875,0,0.21875,0,19
0.5,0.34375,0.21875,0,0,0.21875,0,0.21875,0,19
0.5,0.34375,0.21875,0,0,0.21875,0,0.21875,0,19
0.5,0.5,0.21875,0,0,0.21875,0,0.375,0,19
0.5,0.5,0.21875,0,0,0.21875,0,0.375,0,19
0.5,0.5,0.21875,0,0,0.21875,0,0.375,0,19
0.5,0.5,0.21875,0,0,0.21875,0,0.375,0,19
0.5,0.375,0.1875,0,0,0.21875,0,0.21875,0,19
0.5,0.375,0.1875,0,0,0.21875,0,0.21875,0,19
0.5,0.375,0.1875,0,0,0.21875,0,0.21875,0,19
0.5,0.375,0.1875,0,0,0.21875,0,0.21875,0,19
0.5,0.375,0.1875,0,0,0.21875,0,0.21875,0,19
0.5,0.34375,0.1875,0,0,0.25,0,0,0,19
0.5,0.34375,0.1875,0,0,0.25,0,0,0,19
0.5,0.34375,0.1875,0,0,0.25,0,0,0,19
0.5,0.34375,0.1875,0,0,0.25,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.34375,0.28125,0,0,0.28125,0,0,0,19
0.5,0.375,0.25,0,0,0.28125,0,0,0,19
0.5,0.375,0.25,0,0,0.28125,0,0,0,19
0.5,0.375,0.25,0,0,0.28125,0,0,0,19
0.5,0.375,0.25,0,0,0.28125,0,0,0,19
0.5,0.375,0.21875,0,0,0.28125,0,0,0,19
0.5,0.375,0.21875,0,0,0.28125,0,0,0,19
0.5,0.375,0.21875,0,0,0.28125,0,0,0,19
0.5,0.375,0.21875,0,0,0.28125,0,0,0,19
0.5,0.375,0.21875,0,0,0.28125,0,0,0,19
0.5,0.4375,0.375,0,0,0,0,0,0,19
0.5,0.4375,0.375,0,0,0,0,0,0,19
0.5,0.4375,0.375,0,0,0,0,0,0,19
0.5,0.4375,0.375,0,0,0,0,0,0,19
0.5,0.4375,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.5,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.40625,0.375,0,0,0,0,0,0,19
0.53125,0.4375,0.34375,0,0,0,0,0,0,19
0.53125,0.4375,0.34375,0,0,0,0,0,0,19
0.53125,0.4375,0.34375,0,0,0,0,0,0,19
0.53125,0.4375,0.34375,0,0,0,0,0,0,19
0.53125,0.46875,0.34375,0,0,0,0,0,0,19
0.59375,0.46875,0.34375,0,0,0,0,0,0,19
0.59375,0.46875,0.34375,0,0,0,0,0,0,19
0.59375,0.46875,0.34375,0,0,0,0,0,0,19
0.59375,0.46875,0.34375,0,0,0,0,0,0,19
0.59375,0.53125,0.25,0,0,0.34375,0,0,0,19
0.59375,0.53125,0.25,0,0,0.34375,0,0,0,19
0.59375,0.53125,0.25,0,0,0.34375,0,0,0,19
0.59375,0.53125,0.25,0,0,0.34375,0,0,0,19
0.53125,0.25,0.21875,0,0,0.28125,0.28125,0,0,20
0.53125,0.28125,0.21875,0,0,0.25,0.25,0,0,20
0.53125,0.28125,0.21875,0,0,0.25,0.25,0,0,20
0.53125,0.28125,0.21875,0,0,0.25,0.25,0,0,20
0.53125,0.28125,0.21875,0,0,0.25,0.25,0,0,20
0.53125,0.28125,0.21875,0,0,0.25,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.28125,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.28125,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.28125,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.28125,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.28125,0.25,0,0,20
0.59375,0.25,0.25,0,0,0.3125,0.3125,0,0,20
0.59375,0.25,0.25,0,0,0.3125,0.3125,0,0,20
0.59375,0.25,0.25,0,0,0.3125,0.3125,0,0,20
0.59375,0.25,0.25,0,0,0.3125,0.3125,0,0,20
0.5625,0.25,0.21875,0,0,0.21875,0.28125,0,0,20
0.5625,0.25,0.21875,0,0,0.21875,0.28125,0,0,20
0.5625,0.25,0.21875,0,0,0.21875,0.28125,0,0,20
0.5625,0.25,0.21875,0,0,0.21875,0.28125,0,0,20
0.5625,0.25,0.21875,0,0,0.21875,0.28125,0,0,20
0.5625,0.3125,0.25,0,0,0.21875,0.4375,0,0,20
0.5625,0.3125,0.25,0,0,0.21875,0.4375,0,0,20
0.5625,0.3125,0.25,0,0,0.21875,0.4375,0,0,20
0.5625,0.3125,0.25,0,0,0.21875,0.4375,0,0,20
0.5625,0.3125,0.25,0,0,0.21875,0.4375,0,0,20
0.5625,0.25,0.21875,0,0,0,0.3125,0,0,20
0.5625,0.25,0.21875,0,0,0,0.3125,0,0,20
0.5625,0.25,0.21875,0,0,0,0.3125,0,0,20
0.5625,0.25,0.21875,0,0,0,0.3125,0,0,20
0.5625,0.28125,0.21875,0,0,0,0.28125,0,0,20
0.5625,0.28125,0.21875,0,0,0,0.28125,0,0,20
0.5625,0.28125,0.21875,0,0,0,0.28125,0,0,20
0.5625,0.28125,0.21875,0,0,0,0.28125,0,0,20
0.5625,0.28125,0.21875,0,0,0,0.28125,0,0,20
0.53125,0.25,0.25,0,0,0,0.28125,0,0,20
0.53125,0.25,0.25,0,0,0,0.28125,0,0,20
0.53125,0.25,0.25,0,0,0,0.28125,0,0,20
0.53125,0.25,0.25,0,0,0,0.28125,0,0,20
0.53125,0.25,0.25,0,0,0,0.28125,0,0,20
0.53125,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.34375,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.34375,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.34375,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.34375,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.34375,0.28125,0,0,0,0.28125,0,0,20
0.53125,0.4375,0.3125,0,0,0,0.3125,0,0,20
0.53125,0.4375,0.3125,0,0,0,0.3125,0,0,20
0.53125,0.4375,0.3125,0,0,0,0.3125,0,0,20
0.53125,0.4375,0.3125,0,0,0,0.3125,0,0,20
0.53125,0.4375,0.3125,0,0,0,0.3125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.25,0,0,20
0.5,0.28125,0.28125,0,0,0,0.25,0,0,20
0.5,0.28125,0.28125,0,0,0,0.25,0,0,20
0.5,0.28125,0.28125,0,0,0,0.25,0,0,20
0.5,0.28125,0.28125,0,0,0,0.25,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0.28125,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.46875,0.25,0.28125,0,0,0,0,0,0,20
0.46875,0.25,0.28125,0,0,0,0,0,0,20
0.46875,0.25,0.28125,0,0,0,0,0,0,20
0.46875,0.25,0.28125,0,0,0,0,0,0,20
0.46875,0.28125,0.4375,0,0,0,0,0,0,20
0.46875,0.28125,0.4375,0,0,0,0,0,0,20
0.46875,0.28125,0.4375,0,0,0,0,0,0,20
0.46875,0.28125,0.4375,0,0,0,0,0,0,20
0.46875,0.28125,0.4375,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.4375,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.3125,0.28125,0,0,0,0,0,0,20
0.5,0.34375,0.3125,0,0,0,0,0,0,20
0.5,0.34375,0.3125,0,0,0,0,0,0,20
0.5,0.34375,0.3125,0,0,0,0,0,0,20
0.5,0.34375,0.3125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.25,0.28125,0,0,0,0,0,0,20
0.5,0.25,0.28125,0,0,0,0,0,0,20
0.5,0.25,0.28125,0,0,0,0,0,0,20
0.5,0.25,0.28125,0,0,0,0,0,0,20
0.5,0.25,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
0.5,0.28125,0.28125,0,0,0,0,0,0,20
